rank,state,district,code_state_district,population,pop_cagr,youth_share,household_total,housing_total,household_size_avg,area_km2,income_mean,income_median,expenditure_mean,gini,poverty,pop_density,demand_index,store_count,stores_per_100k,supply_index,whitespace_score,category
122,Sabah,Kuala Penyu,12_17,24500.0,0.0083340538257754,0.4693877551020408,5333.0,6204.0,4.4,453,4311,3487,2777,0.32354,17.6,54.083885209713024,0.0896,0,0.0,0.0,0.0896,low_demand
123,Perak,Hulu Perak,8_8,98300.0,0.0083080865817009,0.4181078331637843,24679.0,30325.0,3.8,6613,4891,3467,2889,0.3989,16.3,14.864660517163164,0.0885,0,0.0,0.0,0.0885,low_demand
124,Sarawak,Tatau,13_20,32000.0,0.0007827794642896,0.459375,7381.0,8010.0,4.3,4946,5617,4787,3066,0.30337,5.9,6.46987464617873,0.0873,0,0.0,0.0,0.0873,low_demand
125,Sarawak,Bau,13_2,53900.0,0.0061222544003625,0.4007421150278293,11279.0,15187.0,4.7,884,5621,4735,3581,0.36026,8.3,60.97285067873303,0.0868,0,0.0,0.0,0.0868,low_demand
126,Sarawak,Serian,13_5,87600.0,0.006673807122117,0.3710045662100457,21663.0,29766.0,3.9,1749,4988,4074,3515,0.34489,14.6,50.085763293310464,0.0825,0,0.0,0.0,0.0825,low_demand
127,Sabah,Pitas,12_15,38500.0,0.012042303185491,0.4441558441558442,8715.0,10419.0,4.2,1419,3406,2329,2562,0.3857,52.7,27.131782945736436,0.0809,0,0.0,0.0,0.0809,low_demand
128,Sarawak,Subis,13_38,55400.0,-0.0083948225164113,0.4602888086642599,16490.0,20236.0,3.4,3821,6390,5194,2756,0.34086,4.7,14.498822297827791,0.0802,0,0.0,0.0,0.0802,low_demand
129,Kedah,Bandar Baharu,2_2,45600.0,0.0066893361007971,0.4232456140350877,11112.0,12664.0,3.9,271,4565,3922,2751,0.29146,3.9,168.26568265682656,0.0786,0,0.0,0.0,0.0786,low_demand
130,Sarawak,Limbang,13_26,46500.0,0.0076717950903468,0.4043010752688172,11069.0,13849.0,4.1,3978,5148,4023,3184,0.351,14.6,11.689291101055806,0.0784,0,0.0,0.0,0.0784,low_demand
131,Negeri Sembilan,Jelebu,5_1,48700.0,0.0138110230722221,0.3716632443531827,11129.0,13349.0,4.1,1354,4445,3636,3457,0.32552,7.3,35.967503692762186,0.078,0,0.0,0.0,0.078,low_demand
132,Sarawak,Belaga,13_23,22500.0,0.0,0.4888888888888889,6808.0,8324.0,3.5,19050,4239,3587,2224,0.3296,19.5,1.1811023622047243,0.0774,0,0.0,0.0,0.0774,low_demand
133,Sarawak,Daro,13_13,20100.0,0.0076051104367429,0.4228855721393034,5236.0,5980.0,3.7,1226,4368,3373,2997,0.38918,32.5,16.39477977161501,0.0757,0,0.0,0.0,0.0757,low_demand
134,Sarawak,Kapit,13_21,37000.0,0.0068732566960467,0.3945945945945945,8959.0,11771.0,4.0,3973,4053,2902,3315,0.36644,20.6,9.31286181726655,0.0752,0,0.0,0.0,0.0752,low_demand
135,Perak,Selama,8_13,35200.0,0.0057639274291687,0.3977272727272727,9489.0,11580.0,3.6,774,4439,3673,3150,0.29903,5.3,45.47803617571059,0.0727,0,0.0,0.0,0.0727,low_demand
136,Sarawak,Asajaya,13_29,34900.0,0.0095353652104961,0.3896848137535816,8065.0,7577.0,4.2,303,4557,3929,3039,0.30135,17.9,115.18151815181518,0.0713,0,0.0,0.0,0.0713,low_demand
137,Sarawak,Dalat,13_16,21700.0,0.0070344312072507,0.4055299539170507,5551.0,5901.0,3.8,905,4841,4057,3044,0.31471,11.1,23.977900552486187,0.0706,0,0.0,0.0,0.0706,low_demand
138,Sarawak,Lundu,13_3,34400.0,0.0066497937342773,0.3895348837209302,8791.0,11478.0,3.8,1812,4935,3692,3161,0.35239,13.1,18.984547461368653,0.0697,0,0.0,0.0,0.0697,low_demand
139,Sarawak,Lawas,13_27,38100.0,0.0100920955725012,0.3937007874015747,8632.0,9902.0,4.2,3812,4476,3183,2934,0.40603,18.1,9.994753410283316,0.069,0,0.0,0.0,0.069,low_demand
140,Sarawak,Matu,13_28,16400.0,0.0015302263576919,0.4207317073170732,5536.0,6684.0,2.9,1600,4362,3354,2811,0.36885,20.8,10.25,0.0659,0,0.0,0.0,0.0659,low_demand
141,Sarawak,Sarikei,13_11,45000.0,0.0056340257244993,0.3777777777777777,11825.0,16794.0,3.8,985,5440,3528,3078,0.44869,20.9,45.68527918781726,0.0659,0,0.0,0.0,0.0659,low_demand
142,Sarawak,Pakan,13_30,15700.0,0.0032103141636414,0.4012738853503185,3377.0,4502.0,4.6,925,3936,3546,3076,0.31229,17.6,16.972972972972972,0.0653,0,0.0,0.0,0.0653,low_demand
143,Sarawak,Sri Aman,13_7,61300.0,0.0004082466659682,0.3784665579119086,13306.0,17871.0,4.6,2324,4881,3704,3071,0.39516,8.9,26.376936316695357,0.0642,0,0.0,0.0,0.0642,low_demand
144,Sarawak,Beluru,13_39,26800.0,-0.0169780296820901,0.4738805970149253,7284.0,9908.0,4.2,4905,4873,4164,2386,0.30156,13.7,5.4638124362895,0.0637,0,0.0,0.0,0.0637,low_demand
145,Sarawak,Selangau,13_31,20500.0,0.0087235675747123,0.3951219512195121,5746.0,7601.0,3.4,3795,4128,3005,2798,0.39312,19.6,5.4018445322793145,0.0622,0,0.0,0.0,0.0622,low_demand
146,Sarawak,Betong,13_9,37000.0,0.0047864615281012,0.3810810810810811,8873.0,12132.0,4.1,1547,4422,3685,2849,0.30527,9.8,23.91725921137686,0.059,0,0.0,0.0,0.059,low_demand
147,Sarawak,Simunjan,13_6,37000.0,0.0054796571535657,0.3756756756756756,8972.0,11972.0,4.0,2218,3917,3196,2874,0.31353,17.9,16.681695220919746,0.0579,0,0.0,0.0,0.0579,low_demand
148,Sarawak,Telang Usan,13_40,17500.0,0.0014336954372926,0.4114285714285714,4136.0,6308.0,4.2,9829,4692,3870,2578,0.31077,6.0,1.7804456201037746,0.0569,0,0.0,0.0,0.0569,low_demand
149,Sarawak,Marudi,13_25,18400.0,-0.0053621235220918,0.4184782608695652,5408.0,6967.0,3.5,3079,5373,4234,2557,0.3613,12.9,5.97596622279961,0.0546,0,0.0,0.0,0.0546,low_demand
150,Sarawak,Pusa,13_33,20200.0,0.0075667437499362,0.400990099009901,4605.0,5393.0,4.3,947,3395,3124,2389,0.22517,17.2,21.33051742344245,0.0545,0,0.0,0.0,0.0545,low_demand
151,Sarawak,Kabong,13_34,19000.0,0.0080543417253484,0.3421052631578947,4234.0,5521.0,4.4,799,4002,3500,3215,0.3136,8.6,23.779724655819773,0.0516,0,0.0,0.0,0.0516,low_demand
152,Sarawak,Tanjung Manis,13_35,7900.0,0.0,0.3797468354430379,2539.0,3814.0,3.1,731,4017,3300,2899,0.33376,20.7,10.807113543091656,0.0499,0,0.0,0.0,0.0499,low_demand
153,Sarawak,Kanowit,13_18,25000.0,0.0030227044947273,0.36,6720.0,9744.0,3.7,2254,3711,2648,2940,0.38573,24.9,11.091393078970718,0.0495,0,0.0,0.0,0.0495,low_demand
154,Sarawak,Maradong,13_12,20800.0,0.0061015643348099,0.3701923076923077,5138.0,7610.0,3.9,719,4117,3259,2674,0.36177,19.5,28.92906815020862,0.049,0,0.0,0.0,0.049,low_demand
155,Sarawak,Saratok,13_10,23500.0,0.004301174517922,0.3531914893617021,5478.0,7594.0,4.2,888,4621,3763,2974,0.28976,7.4,26.463963963963963,0.0486,0,0.0,0.0,0.0486,low_demand
156,Sarawak,Tebedu,13_32,25700.0,0.0049238317605988,0.3852140077821012,5649.0,6532.0,4.5,656,3218,2579,2397,0.31153,26.9,39.176829268292686,0.0485,0,0.0,0.0,0.0485,low_demand
157,Sarawak,Lubok Antu,13_8,24600.0,0.0,0.3455284552845528,6478.0,8309.0,3.8,3143,4129,3548,3178,0.35162,14.8,7.826916958320076,0.0471,0,0.0,0.0,0.0471,low_demand
158,Sarawak,Julau,13_14,15600.0,0.0048663237440105,0.3525641025641026,3855.0,5487.0,4.0,1703,3548,2652,2842,0.37387,31.2,9.16030534351145,0.0439,0,0.0,0.0,0.0439,low_demand
159,Sarawak,Bukit Mabong,13_37,10600.0,0.009662957996126,0.330188679245283,3677.0,4541.0,2.8,11976,3509,2948,2853,0.29711,8.2,0.8851035404141616,0.0388,0,0.0,0.0,0.0388,low_demand
160,Sarawak,Song,13_22,10300.0,0.0074170717777328,0.3300970873786407,2942.0,4876.0,3.4,3935,3477,2926,2841,0.32162,15.8,2.6175349428208388,0.0366,0,0.0,0.0,0.0366,low_demand
