Name ,Address,Latitude,Longitude
FAMILYMART Gateway@KLIA2 Arrival,"L2-96 & L2-97, Level 2, Gateway@KLIA2, Terminal KLIA2, KL International Airport, Jalan KLIA 2/1, 64000 KLIA Sepang, Selangor",2.7456408,101.685025
FAMILYMART Uptown Tower 3,"Uptown Tower 3 No. 16G, Jalan SS 21/39, Damansara Utama, 47400 Petaling Jaya, Selangor",3.1365827,101.6214315
FAMILYMART Pearl City Mall,"G18, Pearl City Mall, Persiaran Mutiara 4, Bandar Tasik Mutiara, 14120 Simpang Ampat, Pulau Pinang",5.277365899999999,100.4909111
FAMILYMART R&R Rawang NB,"RWGNB-16, KM440.0, R&R Rawang Northbound, PLUS Highway, 48000 Rawang, Selangor",3.3295795,101.5582227
FAMILYMART Duyung Bestari,"NO 7,7-1, Jalan TDB 6, Taman Duyong Bestari, 76460 Melaka",2.4520234,102.334934
FAMILYMART C-Mart Jitra,"No. G1, Kompleks BDI Jitra, Plot 21, Jalan Industri Darulaman 1, Kawasan Perusahaan Bandar Darulaman, 06000 Jitra, Kedah",6.2528755,100.4280202
FAMILYMART Gunung Rapat,"264, Jalan Dato Raja Nazrin Shah, Gunung Rapat, 31350 Ipoh, Perak",4.576511,101.108169
FAMILYMART Medan Idaman,"62A-G & 62A-1, Jalan Jernai 2, Medan Idaman, 53100 Kuala Lumpur",3.2119986,101.7115658
FAMILYMART Shah Alam Seksyen 18,"27G, Jalan Pinang B, 18/B, Seksyen 18, 40000 Shah Alam, Selangor",3.0444785,101.5180281
FAMILYMART Damansara Jaya,"No. 51, Jalan SS22/19, Damansara Jaya, 47400 Petaling Jaya, Selangor",3.1269852,101.6155013
FAMILYMART Pokok Sena,"No.2 (Ground floor), Kompleks Perniagaan Sena Sentral, Bandar Pokok Sena, 06400 Alor Setar, Kedah",6.1783239,100.5292723
"FAMILYMART Taman Tuanku Haminah, Sg Petani","No. 37 (Ground Floor), Jalan Tuanku Haminah, Jalan Kelab Cinta Sayang, 08000 Sungai Petani, Kedah",5.6532084,100.5122489
FAMILYMART Nadi Putrajaya,"No. 58, Jalan Diplomatik, Presint 15, 62000 Putrajaya",2.9454899,101.7236659
FAMILYMART Kangar Jaya,"No.8 & 10 (Ground Floor), Jalan Kangar Jaya 1, Kangar Jaya, Jalan Tuanku Syed Putra, 01000 Kangar, Perlis",6.4489727,100.2001161
FAMILYMART Equine Park,"No. 11-G, Equine Boulevard, Jalan Equine 1A, Taman Equine, 43300 Seri Kembangan, Selangor",2.996483,101.6784432
FAMILYMART Bloomsvale Shopping Gallery,"G-012, Bloomsvale Shopping Gallery, Jalan Puchong, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.0757007,101.660875
"FAMILYMART Ecohill Taipan, Semenyih","No.28,-1 (Ground Floor), Jalan Ecohill 1/5A, Seta Ecohill, 43500 Semenyih, Selangor",2.9262119,101.8549614
FAMILYMART Bakar Arang,"No. A186 (Tingkat Bawah), Jalan Baiduri 3, Taman Baiduri, 08000 Sungai Petani, Kedah",5.6282521,100.4799778
FAMILYMART Paradigm Mall,"Lot CF-08, Concourse Floor, N0 1, Jalan SS7/26A, Kelana Jaya, 47301 Petaling Jaya, Selangor",3.1054798,101.5962289
FAMILYMART Petron Rasa,,,
FAMILYMART Teluk Cempedak,"Unit No. 1, Ground Floor, Shoplex Tree under Pantai Teluk Chempedak, 25050 Kuantan, Pahang",3.8129463,103.3720334
FAMILYMART Bangi Seksyen 9,"No.23, Ground Floor, Jalan Medan Pusat 2D, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",2.9637548,101.7532536
FAMILYMART Yan,"No. 7 (Ground Floor), Susuran Seri Bayu, Kompleks Perniagaan Seri Bayu, 06900 Yan, Kedah",5.8044044,100.3764411
FAMILYMART Angsana Johor Bahru Mall,"Lot L1.14 & 15, Level 1, Angsana Johor Bahru Mall, Pusat Bandar Tampoi, Johor Bahru, Johor",1.4957614,103.7056613
FAMILYMART KIP Mall Melaka,"L1-A006, KIP Mall Melaka, Jalan Tun Fatimah, 75250 Bachang, Melaka",2.2339922,102.2488802
FAMILYMART Dataran Puchong,"No: A-G-12, Block A, Dataran Puchong, Jalan PU 7/1, Taman Puchong Utama, 47140 Puchong, Selangor",2.9909128,101.6175562
FAMILYMART Taman Sri Manja,"No. 33, Ground Floor, Jalan PJS 3/48, Taman Sri Manja, 46000 Petaling Jaya, Selangor",3.0733257,101.6482701
FAMILYMART Bandar Seri Putra,"No.12, Ground Floor, Jalan Seri Putra 1/4, Bandar Seri Putra, 43000 Bangi, Selangor",2.8849891,101.7902383
FAMILYMART Caltex Batu Kawan,"A portion of Caltex Petrol station, Lot 21623 (Lot Lama Plot 3) MK13, Batu Kawan, Seberang Perai Selatan, Pulau Pinang",5.270447,100.4196629
FAMILYMART Simpang Pulai,"No.85 & 87 (Ground Floor), Jalan Pusat Perniagaan Pulai 1, Pusat Perniagaan Pulai, 31300 Kampung Kepayang, Perak",4.5277776,101.1268823
FAMILYMART Jalan Pejabat,"1106, Jalan Pejabat, 20200 Kuala Terengganu, Terengganu",5.329547199999999,103.1430425
FAMILYMART Gleneagles KL (Lot 4 & 4A),"Lots 4 & 4A (Alfresco), Block B, Gleneagles KL",3.1609715,101.7401221
FAMILYMART Kota Masai,"No 7A, Jalan Ekoperniagaan 8, Taman Kota Masai, 81700 Pasir Gudang, Johor",1.4854138,103.9369429
FAMILYMART Sunway Putra Mall,"Unit No 1.019B, First Floor, Sunway Putra Mall, 40, Jalan Putra, Chow Kit, 50350 Kuala Lumpur",3.1665524,101.6924341
FAMILYMART KIP Mall Desa Coalfield,"LG28, KIP Mall Desa Coalfields, Jalan DC 4/5, Desa Coalfields, 47000 Sungai Buloh, Selangor",3.2355597,101.4896135
FAMILYMART Caltex Egate,"1, Lebuhraya Tun Dr Lim Chong Eu, Seksyen 4 Jelutong, 11600 Georgetown, Pulau Pinang",5.3752999,100.3152707
FAMILYMART Caltex Nusa Sentral,"A portion of Caltex Nusa Sentral, 11, Jalan Nusa Sentral, Taman Nusa Sentral, 79100 Iskandar Puteri, Johor",1.464957,103.6229629
FAMILYMART Gravitas,"B2-G-1, Elevate Gravitas, Jalan Baru, 13700 Bukit Mertajam, Pulau Pinang",5.3693936,100.4169489
FAMILYMART IOI Mall Puchong,"G47, Ground Floor, IOI Mall Puchong, Jalan Puchong, Bandar Puchong Jaya, 47170 Puchong, Selangor",3.0459312,101.6186159
FAMILYMART Taman Prominence,"No.57 (Ground Floor), Lorong Perda Utama 3, Taman Prominence, 14000 Bukit Mertajam, Pulau Pinang",5.365896999999999,100.4277356
FAMILYMART DPulze,"Lot-21B, Dpulze, Lingkaran Cyber Point Timur, Cyber12, 63000 Cyberjaya, Selangor",2.9220548,101.650968
FAMILYMART Dataran Sunway,"15-1, Jalan PJU 5/12, Dataran Sunway, Kota Damansara, 47810 Petaling Jaya, Selangor",3.1532887,101.5931129
"FAMILYMART Kelang Lama Square, Kulim","No. 33 (Ground Floor), Jalan Kelang Lama Square 1, Kelang Lama Square, 09000 Kelang Lama Kulim, Kedah",5.3871595,100.5684913
FAMILYMART Cabang Tiga,"Unit 44 & 45, Tingkat Bawah, Pusat Komersial Cabang Tiga, 21000 Kuala Terengganu, Terengganu",5.313869,103.1191492
"FAMILYMART Taman Bendahara, Kuala Selangor","No. G-22A (Ground Floor), Jalan Bendahara 1A, Taman Bendahara, 45000 Kuala Selangor, Selangor",3.3217428,101.2669085
FAMILYMART Denai Alam,"No.15-1 Jalan Elektron J U16/J ,Seksyen U16, Denai Alam, 40160 Shah Alam",3.1614552,101.5122807
FAMILYMART Aeon Taman Maluri,"Lo G01, Ground Floor, Aeon Taman Maluri Shopping Centre, Jalan Jejaka, Taman Maluri, Cheras, 55100 Kuala Lumpur",3.1259253,101.7283988
FAMILYMART Kuala Kangsar,"No. 70-C Ground Floor, Jalan Kangsar, 33000 Kuala Kangsar, Perak",4.7707014,100.941657
FAMILYMART Pagoh Jaya,"No. 23, Ground Floor, Jalan Pagoh Jaya 1, Pusat Perniagaan Pagoh Jaya, Pagoh, 84500 Muar, Johor",2.1308144,102.71499
FAMILYMART TTDI,"No. 27B, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 Kuala Lumpur",3.1412992,101.6279532
FAMILYMART Benut,"PTB 6309, No. 36, Jalan Mutiara 4, Pusat Perniagaan Benut, 82200 Benut, Pontian, Johor",1.6491816,103.2604554
"FAMILYMART Caltex Taman Bahtera, Hulu Bernam","A portion of Caltex Taman Bahtera Hulu Bernam, No.1, Jalan Bahtera Utama, Taman Bahtera 44110 Hulu Bernam, Selangor",3.6722439,101.5335187
FAMILYMART M Vertica,"G13A, Residensi M Vertica, 555, Jalan Cheras, Taman Pertama, 56000 Kuala Lumpur",3.1185411,101.7272555
FAMILYMART Bangi Avenue,"No. 1B, Jalan Bangi Avenue 5, Taman Bangi Avenue, 43000 Kajang Selangor",2.9015708,101.7940037
FAMILYMART Caltex SIP Sepang,"Part of Lot 3365 Mukim Labu, Daerah Sepang, Selangor",2.788349,101.7099479
FAMILYMART Chukai Kemaman,"Lot 5666 & 5667, Jalan Kubang Kurus, 24000 Chukai Kemaman, Terengganu Darul Iman",4.2232205,103.4198757
FAMILYMART Kepong,"No.143, (Ground Floor), Jalan Rimbunan Raya 1, Laman Rimbunan Kepong, 52100 Kuala Lumpur",3.2112162,101.6494756
FAMILYMART Muadzam Shah,"No. 27, Jalan PMS 3 1/1, Taman Perindustrian Muadzam Shah 3, 26700 Muadzam Shah, Pahang",3.095286,103.0834236
"FAMILYMART GMall, Terminal Bersepadu Gombak","L2-7, Level 2 @ GMall, Terminal Bersepadu Gombak, Jalan Lingkaran Tengah 2, Gombak, 68100 Batu Caves",3.2301496,101.7252143
FAMILYMART R&R Tapah SB,"North-South Expy, 35000 Tapah, Perak",4.198096,101.281069
FAMILYMART TTDI Jaya,"No. 23, Jalan Opera F U2/F, TTDI Jaya, Seksyen U2, 40150 Shah Alam, Selangor",3.0979365,101.5561299
FAMILYMART IOI City Mall,"LG-72, Lower Ground Floor, IOI City Tower Two, Lebuh IRC, IOI Resort City, 62502 Putrajaya, Sepang, Selangor",2.9692327,101.7113346
FAMILYMART Seksyen 9,"NO. 15, Tengku Ampuan Zabedah E9/E, Seksyen 9, 40100 Shah Alam, Selangor",3.0409733,101.5468966
FAMILYMART Taman Sri Muda,"No. 2G, Jalan Makmur 25/64, Taman Sri Muda, Seksyen 25, 40400 Shah Alam, Selangor",3.0319715,101.5356278
FAMILYMART Tasek Gelugor,"No. 129 & 131 (Ground Floor), Jalan Tasek Gelugor Utama 1, Taman Tasek Gelugor Utama, 13300 Tasek Gelugor, Pulau Pinang",5.4961094,100.514341
FAMILYMART KTCC,"G-36, G-37 & G-38, Ground Floor, KTCC Mall, Muara Selatan, 20000 Kuala Terengganu",5.3331427,103.149465
FAMILYMART Tropicana Aman,"43G, Jalan Aman Sinaria 2, Bandar Tropicana Aman, 42500 Telok Panglima Garang, Selangor",2.9086581,101.4662936
FAMILYMART Lotus Sungai Petani Utara,"Lot 19, Ground Floor, Lotus's Sg. Petani, 300, Jalan Lagenda 1, Lagenda Heights, 08000 Sungai Petani, Kedah",5.662139799999999,100.5028165
FAMILYMART Setia Alam (Prima),"22-1-1, Jalan Setia Prima B U13/B, Sek U13, Setia Alam, 40170 Shah Alam",3.0968086,101.4456987
FAMILYMART Caltex Anggun City,"A portion of PT 4384, Persiaran Anggun, Taman Anggun, 48000 Rawang, Selangor",3.3250614,101.5412126
FAMILYMART Taman Maluri,"No.267, Jalan Mahkota, Taman Maluri, Cheras 55100 Kuala Lumpur",3.1295858,101.7316181
"FAMILYMART Anjung Warisan, Pekan","No. 1A Tingkat Bawah, Bangunan Anjung Warisan (Tingkat Bawah), Jalan Sultan Abdullah, 26600 Pekan, Pahang",3.4914148,103.3942336
FAMILYMART Sentral Behrang,"No. 27-C (Ground Floor), Jalan Sentral 1, Sentral Behrang, 35950 Behrang Stesen, Perak",3.7640208,101.4395931
FAMILYMART Bukit Tinggi 2,"No. 57 (Ground Floor), Lorong Batu Nilam 21B, Bandar Bukit Tinggi, 41200 Klang",2.9977954,101.4430277
FAMILYMART Permas Jaya,"No.14, Jalan Permas10/7, Bandar Baru Permas Jaya, 81750 Masai, Johor",1.4961649,103.8146562
FAMILYMART Banting,"Np. 1(G), Jalan Cemerlang 4, 42700 Banting, Selangor",2.8127458,101.5080218
FAMILYMART Pendang,"No. 38&39 (Ground Floor), Jalan Sukamari, Taman Sukamari, 06700 Pendang, Kedah",5.986618099999999,100.4817521
FAMILYMART Shah Alam Seksyen 7,"No 17, Jalan Plumbum R7/R, Seksyen 7, 40000 Shah Alam, Selangor",3.0679537,101.4896911
FAMILYMART Taman Adda,"No 89, Jalan Adda 3/1, Taman Adda, Adda Heights, 81100 Johor Bahru, Johor",1.5464018,103.7481595
FAMILYMART Sri Permaisuri,"No 61, Jalan Dwitasik 1, Dataran Dwitasik, Bandar Sri Permaisuri, 56000 Kuala Lumpur",3.100847,101.712486
FAMILYMART Pucak Jalil,"74G, Jalan PJU 3/2, Taman Puncak Jalil, Bandar Putra Permai, 43300 Seri Kembangan, Selangor",3.0147098,101.6763003
"FAMILYMART Caltex Precinct 14, Putrajaya","Caltex Precint 14, Lot PT 9029, Presint 14, Bandar Putrajaya, Daerah Putrajaya, Wilayah Persekutuan",2.9520333,101.7296931
FAMILYMART Gombak,"No 13G (Ground Floor), Jalan Prima SG 1, Prima Sri Gombak, 68100, Batu Caves Selangor",3.238582,101.6997386
FAMILYMART Tunjong,"PT676, Jalan Kuala Krai, Bandar Baru Tunjong, 16100 Kota Bahru, Kelantan",6.0710548,102.237646
FAMILYMART Taman Selayang Utama,"No 3, Jalan SU 10, Taman Selayang Utama, 68100 Batu Caves, Selangor",3.2372191,101.6434936
FAMILYMART Setia Tropika,"3, Jalan Setia tropica 1/15, Tmn Setia tropika, 81200 Johor Bahru, Johor",1.5112001,103.7448829
FAMILYMART KSL Avenue,"No. 1, Ground Floor, KSL Avenue, No. 1, Jln Bestari 9/KS09, Bandar Bestari, 41200 Klang Bandar Diraja, Selangor",2.958099,101.4649693
FAMILYMART Wakaf Che Yeh,"PT676, Jalan Kuala Krai, Bandar Baru Tunjong, 16100 Kota Bahru, Kelantan",6.0710548,102.237646
FAMILYMART Gateway@KLIA2 Arrival (2),"l2-27, 29 &30, Level 2, gateway@klia2, Arrival Hall, Terminal KLIA2, KL International Airport, Jalan KLIA 2/1, 64000 KLIA, Sepang, Selangor",2.7456408,101.685025
FAMILYMART Ayer Keroh,"No. 3, Jalan Komersial TAKH 2, Taman Ayer Keroh Heights, Melak, Taman Muzaffar Shah, 75450 Malacca",2.2532728,102.2912256
"FAMILYMART Guar Chempedak, Guar Utama","No.1-G25 & 1-G26A, Ground Floor, Kompleks Perniagaan Guar Utama, Jalan Guar Utama 1, 08800 Guar Chempedak, Kedah",5.859697499999999,100.4550449
FAMILYMART Kuala Krai,"PT 5687 & PT 5688, Lebuh Raya Kuala Krai-Gua Musang, 18000 Kuala Krai, Kelantan",5.4777841,102.2090224
FAMILYMART Eco Botanic,"No 74, Jalan EkoBotanic 3/2, Taman Eko Botani, 79100 Nusajaya, Johor",1.4392556,103.62022
"FAMILYMART Terminal Bas, KT","No. 1D, Jalan Syed Hussein, 20100 Kuala Terengganu, Terengganu",5.3324276,103.1377246
"FAMILYMART Sura Gate, Dungun","Lot 9940, Sura Gate Business Center, 23000 Dungun, Terengganu",4.7584754,103.4177991
"FAMILYMART Peramu, Pekan","Standalone Building in front of Fresh Choice, Lot 2233, Kawasan Perindustrian Peramu, Pekan, Pahang",3.5629183,103.3790825
"FAMILYMART Wangsa Link, Wangsa Maju","12A, Jalan Wangsa Delima 11, Wangsa Link, Wangsa Maju, 53300 Kuala Lumpur",3.197219,101.7414984
FAMILYMART Dataran Glomac,"F-G-02, Jalan SS6/ 5B, Dataran Glomac, Kelana Jaya, 47301 Petaling Jaya, Selangor",3.1026366,101.6002001
FAMILYMART Porto Historia,"No. 8, Jalan KLJ 8, Taman Kota Laksamana Jaya, 75200 Melaka",2.1991577,102.2306518
FAMILYMART Gelang Patah,"No. 27-01, Jalan Nusaria 11/1, Taman Nusantara,81550  Gelang Patah, Johor",1.4610675,103.5841078
FAMILYMART Mahkota Cheras,"No.2A, Jalan Temenggung 7/9, Seksyen 9, Bandar Mahkota Cheras, 43200, Cheras, Selangor",3.0521806,101.7871596
FAMILYMART Mayang Mall,"LG-19, LG-20, LG-21, LG-21A, Lower Ground Floor, Mayang Mall, No. 1, Persiaran Mayang, 20000 Kuala Terengganu, Terengganu",5.3371913,103.1449589
FAMILYMART Bandar Menjalara,"No. 55 (Ground Floor), Jalan 3/62A, Bandar Menjalara, Kepong, 52100 Kuala Lumpur",3.1951757,101.6303885
FAMILYMART Aeon Taiping,Lot G21 at AEON Mall Taiping,4.873151099999999,100.7308056
FAMILYMART Alam Avenue,"Unit A-2-G, Jalan Serai Wangi F 16/F, Alam Avenue, Seksyen 16, 40200 Shah Alam, Selangor",3.0579242,101.4915571
FAMILYMART Marang,"Lot 8994-B, Bangunan Komersial Bandar Marang, Terengganu",5.209614,103.2048583
FAMILYMART Gua Musang,"Lot 6586, Taman Wangsa Mewangi, Jalan Persiaran Raya, 18300 Gua Musang, Kelantan",4.8717235,101.963768
FAMILYMART Gurney Paragon (LG),"163D-LG-19, 20, 21 & P10, Lower Ground Floor, Gurney Paragon Mall, Persiaran Gurney, 10250 Pulau Pinang",5.4357359,100.311185
FAMILYMART Pasir Puteh,"PT 3063, Jalan Pasir Puteh Sentral 2/2, 16800 Pasir Puteh, Kelantan",5.8067462,102.3842924
FAMILYMART The Exchange TRX 106,"Lot #G.02, Level Ground, Menara Exchange 106, Lingkaran TRX, 55188 Tun Razak Exchange (TRX), Kuala Lumpur",3.1418492,101.7188096
"FAMILYMART Pusat Perniagaan Oren, Bagan Ajam","No. 91 (Ground Floor), Jalan Merbau, Pusat Perniagaan Oren, 13000 Butterworth, Pulau Pinang",5.4380674,100.3829727
FAMILYMART Changlun,"No. 74A & 75A (Ground Floor), Jalan PKC 1, Pusat Komersial Cahngloon, 06010 Changlun, Kedah Darul Aman",6.437689199999999,100.4307512
FAMILYMART Mirai Residence,"Unit 1-9, Level 1, Mirai Residence Retail Shop, 43000 Kajang, Selangor",2.9774614,101.8028123
FAMILYMART Berek 12,"Ground Floor of Lot, 4441, Jalan Abdul Kadir Adabi, Berek 12, 15200 Kota Bharu, Kelantan",6.1171804,102.2530262
FAMILYMART Kuala Ketil CC,"No. 102 & 103 (Ground Floor), PERSIARAN KKCC 2, Kuala Ketil, 09100 Kuala Kedah, Kedah",5.6023531,100.6457317
FAMILYMART Jalan Sultan Yahya Petra,"Ground Floor of Lot 727, 728 & 10676, Jalan Sultan Yahya Petra, 15200 Kota Bharu, Kelantan",6.1112444,102.2476579
FAMILYMART Subang Perdana,"No. 47-G, Ground Floor Jalan Dinar U3/G, U3, Seksyen, Taman Subang Perdana, 40150 Shah Alam, Selangor",3.1495944,101.5398221
FAMILYMART Southkey Megamall,"LG-020, The Mall, Mid Valley Southkey, Persiaran Southkey 1, Southkey, 80150 Johor Bahru, Johor",1.4967341,103.7774945
FAMILYMART Jalan Air Jernih,"1D & 1E, Ground Floor and Mezzanine Floor, Jalan Air Jernih, 20300 Kuala Terengganu, Terengganu",5.3283236,103.1370965
FAMILYMART Taman Pulai Mutiara,"Unit 8, Ground Floor, Jln Pulai Mutiara 4/9, Taman Pulai Mutiara, 81300 Johor Bahru, Johor",1.5458145,103.6019313
FAMILYMART Bertam Avenue,"28 & 30, 17, Persiaran Dagangan, Pusat Bandar Bertam Perdana, 13200 Kepala Batas, Pulau Pinang",5.5186088,100.4507025
FAMILYMART Taman Pengkalan Impian,"Unit 14, Ground Floor, Jalan Pengkalan Impian 2, Taman Pengkalan Impian, 75460 Melaka",2.2030919,102.1932608
FAMILYMART Taman Setiawangsa,"Jalan Setiawangsa 10, Taman Setiawangsa, 54200 Kuala Lumpur",3.1798365,101.7416045
FAMILYMART Sri Permaisuri 2,"No. 33 (Ground Floor), Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur",3.1026079,101.7118331
