Name ,Address,Latitude,Longitude
"FAMILYMART Caltex Taman Meru, Jelapang","Jln Jelapang, 30020 Ipoh, Perak",4.6585079,101.0706004
"FAMILYMART Solaria Square, Bayan Lepas","2-G-3A, Solaria Square, Jalan Tun Dr. Awang, 11900 Bayan Lepas, Pulau Pinang",5.300138899999999,100.2661972
FAMILYMART Caltex Batang Kali,"Part of Caltex Batang Kali, PT9610, Jalan Batang Kali, Seksyen 5 Bandar Baru Batang Kali, 44300 Batang Kali, Selangor",3.4525048,101.6640231
"FAMILYMART Manhattan Business Centre, Station 18","Jalan Pengkalan Putra 1, Kampung Paya, 31650 Ipoh, Perak",4.5527176,101.0750511
FAMILYMART Petron Taman Prima,"LOT 202, Susur GP Prima, Taman GP Prima, 81550 Gelang Patah, Johor",1.4779027,103.5835809
FAMILYMART Petron Tanjung Labuh,"Lot 4459, BT 2, Jalan Tanjung Labuh, 83000 Batu Pahat, Johor",1.8373231,102.9468868
FAMILYMART Sg Udang,"No 5, Jalan Kerambit 1, Bandar Baru Sungai Udang, 76300 Melaka",2.2904842,102.1402285
FAMILYMART Cameron Centrum,"C-G-43, Presint 1, Cameron Centrum, 39100 Brinchang, Cameron Highlands, Pahang",4.49105,101.3885071
FAMILYMART Tanah Rata,"41, Jalan Besar, Tanah Rata, 39000 Tanah Rata, Pahang",4.4706867,101.3766065
FAMILYMART Summerton,"110-01-18, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang",5.338598999999999,100.308606
FAMILYMART Bond Square,"No.19 & 19A, Jalan Niaga Simee 1, Pusat Perniagaan Simee, 31400 Ipoh, Perak",4.6159422,101.1165832
"FAMILYMART Botanica CT Centre, Balik Pulau","Plot 14 & 15, Botanica CT Centre, 11000 Balik Pulau, Pulau Pinang",5.3722699,100.2186817
"FAMILYMART Kg Jelatang, Alor Gajah","No.17, 1, Jalan Perniagaan Jelatang 1, Pusat Perniagaan Jelatang, 78000 Alor Gajah, Melaka",2.38425,102.2160609
FAMILYMART Senawang,"No.160-G, Jalan Taman Komersial Senawang 1, Taman Komersial Senawang, 70450 Seremban, Negeri Sembilan",2.7044282,101.9865197
FAMILYMART Klebang,"20, Jalan Nirwana 2, Taman Nirwana, 75200 Tanjung Kling, Melaka",2.2212444,102.1840461
FAMILYMART Petron Taman Cahaya Masai,"Part of Lot 72090, Taman Cahaya Masai, 81700 Pasir Gudang, Johor",1.509184,103.9226389
FAMILYMART Bercham,"Jalan Bercham, Taman Sri Kurau, 31400 Ipoh, Perak",4.6254267,101.1218623
FAMILYMART USM Sg Dua,"723 S-G, Vanda Business Park, Jalan Sungai Dua, 11700 Gelugor, Penang",5.3519079,100.2991828
FAMILYMART Taiping Sentral Mall,"G-01 & G-02 of Taiping Sentral Mall, No. 36, Jalan Istana Larut, 34000 Taiping, Perak",4.8660982,100.7313679
FAMILYMART Kota Tinggi,"No. 9, Jalan Niaga Utama, 81900 Kota Tinggi, Johor",1.7293155,103.9008332
FAMILYMART Gunung Lang,"NO 109C, Jln. Kuala Kangsar, 30010 Ipoh, Perak",4.6266259,101.0822352
FAMILYMART Golden Triangle 2,"35-1-1 and 35-1-2, Golden Triangle 2, Jalan Dato' Ismail Hashim, 11900 Bayan Lepas, Penang",5.3294555,100.2748494
FAMILYMART C-Mart Nibong Tebal,"Unit 62 & 63a, C Mart Nibong Tebal, Taman Perindustrian Nibong Tebal, 14300 Nibong Tebal, Penang",5.178556899999999,100.4813972
FAMILYMART Caltex Tambun,"PT 126050, Jalan Tambun, 31400 Ipoh, Perak",4.6057469,101.1252209
FAMILYMART Eco Majestic,"No. 43-1, Jalan Eco Majestic 10/1A, Eco Majestic, 43500 Semenyih, Selangor",2.9013313,101.8350087
FAMILYMART Bandar Baru Uda,"No 29, Jalan Padi Ria, Bandar Baru Uda, 81200 Johor Bahru, Johor",1.5015824,103.7187232
FAMILYMART Caltex Batu Maung,"Jalan Batu Maung, Diamond Valley Industrial Park, 11960 Batu Maung, Pulau Pinang",5.2802124,100.2718465
FAMILYMART SOHO Ipoh,"Block D,G-9 Soho Ipoh, Jalan Sultan Idris Shah, 30000 Ipoh, Perak",4.592815,101.0898303
FAMILYMART KL Trader Square,"11-G (GF), Plaza KL Traders Square, Block A, Jalan Gombak, 53000 Kuala Lumpur",3.2037668,101.7031904
FAMILYMART Desaru,"155, Jalan Jelutong, Taman Desaru Utama, Bandar Penawar, 81930 Johor",1.572272,104.2197901
FAMILYMART Caltex Hutan Melintang,"Lot 6853 Simpang Empat, 36400 Hutan Melintang, Perak",3.897421999999999,100.93821
FAMILYMART Bandar Enstek,"No. 26, Jalan Timur 6 / 1A, Timur@Enstek, 71760 Bandar Enstek, Negeri Sembilan",2.7471301,101.7649457
FAMILYMART Parit Buntar,"Unit G-6 & G-7, Kompleks Perniagaan Parit Buntar, No. 199, Jalan Taiping, 34200 Parit Buntar, Perak",5.1275084,100.4894099
FAMILYMART Silibin,"Jalan Silibin, Taman Malcop, 30100 Ipoh, Perak",4.6090659,101.0604411
FAMILYMART Raub,"Jalan Bukit, 27600 Raub, Pahang",3.7908087,101.8558132
FAMILYMART Kota Warisan,"Kota Warisan, 43900 Sepang, Selangor",2.824222,101.6958172
FAMILYMART Wisma UOA II,"Unit No. 1-9D & 1-9E, Level 1, Wisma UOA II, 21, Jalan Pinang, 50450 Kuala Lumpur",3.152796,101.7124988
FAMILYMART Caltex Sunway Iskandar,"as Plot F21, Jalan Medini Selatan 1, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor",1.396597,103.6311497
FAMILYMART Larkin Town Centre,"PTB 24504, Larkin Town Centre, Jalan Geroda 2/1, 81200 Johor Bahru, Johor",1.4915057,103.7347091
FAMILYMART Pavilion Bukit Jalil,"Lot 1.47.00, Level 1, Pavilion Bukit Jalil, Pusat Bandar, 2, Persiaran Jalil Utama, Bukit Jalil, 57000 Kuala Lumpur",3.0502304,101.6709761
FAMILYMART The Core,"No. 3, Jalan Teknologi 3/6B,Taman Sains Selangor,Sek 3, Kota Damansara,47810 Petaling Jaya, Selangor",3.1570698,101.5707966
FAMILYMART Sg Siput,"No.2 & 3 ( Ground Floor ), Persiaran Persona 1 Medan Persona, 31100 Sungai Siput, Perak",4.8429421,101.1164452
FAMILYMART Jenjarom,"No. 2, Jalan 2/21, Taman Seri Jaromas, 42600 Jenjarom, Selangor",2.6375074,101.7097511
FAMILYMART Seri Botani,"No.2, Jalan Lapangan Siber 10, Bandar Cyber, 31350 Ipoh, Perak",4.5435414,101.1100597
"FAMILYMART Eco Borealis, Batu Kawan","31-G & 33-G, Jalan Borealis 3, Pusat Komersial Borealis, 14100 Bandar Cassia, Pulau Pinang",5.2372523,100.4434624
FAMILYMART Subang Bestari,"1-G, Jalan Nova U5/N, Subang Bestari Sek U5, 40150 Shah Alam, Selangor",3.1780063,101.5479855
FAMILYMART Taman Yayasan,"No 15, Jalan PKY 1, Pusat Komersial Yayasan, 85000 Segamat, Johor",2.5476893,102.793637
FAMILYMART Seremban Uptown 2,"No. 348, Jalan S2 B8 Uptown Avenue,
Seremban 2, Seremban, Negeri Sembilan",2.6961408,101.9103793
FAMILYMART Melati Utama,"37G, Jalan Taman Melati Utama 4, Taman Melati Utama, 53100 Wilayah Persekutuan Kuala Lumpur",3.2236192,101.730548
FAMILYMART Southville,"Savanna Lifestyle Retail, Jalan BBLS 2 Bandar Baru Lembah Selatan Bandar Baru, Lembah Selatan, 43800 Dengkil, Selangor",2.9032814,101.7638013
FAMILYMART Taman Bentong Prima,"P65-G, Jalan Prima 1, Pusat Komersial Bentong Prima, 28700 Bentong, Pahang",3.515007,101.914178
FAMILYMART Caltex Puncak Alam,"PT 42663, Jalan Persiaran Puncak Alam 6, 42300 Bandar Puncak Alam, Selangor",3.230668,101.4508417
FAMILYMART Pusat Perniagaan Putra Raub,"No. 111, Lorong Putra Raub 2, Pusat Perniagaan Putra Raub, 27600 Raub, Pahang",3.8071358,101.854473
FAMILYMART Tanjung Bungah,"533b, Jalan Tanjung Bungah, 11200 Tanjung Bungah, Pulau Pinang",5.466442799999999,100.2864474
FAMILYMART Jade Hills,"36, Jalan Dataran Jade 5, Jade Hills, 43000 Kajang, Selangor",2.9931393,101.7604648
FAMILYMART Bandar Baru Sg Buloh,"No. 374, Jalan 1a/3, Bandar Baru Sungai Buloh, 47000 Sungai Buloh, Selangor",3.2115312,101.5648931
FAMILYMART Bidor,"No. 2, (Ground Floor), PT 11166, No. 3, (Ground Floor), PT 11167, Jalan Tapah-Bidor, 35500 Bidor, Perak",4.111607999999999,101.287809
FAMILYMART Caltex Teluk Air Tawar,"Jalan Teluk Air Tawar, Teluk Air Tawar, 13050 Butterworth, Pulau Pinang",5.4823325,100.3834819
FAMILYMART Klebang Restu,"Laluan Klebang Restu 2, Medan Klebang Restu, 31200 Chemor, Perak",4.6830753,101.1214707
FAMILYMART Tanjung Bungah,"533b, Jalan Tanjung Bungah, 11200 Tanjung Bungah, Pulau Pinang",5.466442799999999,100.2864474
FAMILYMART Tapah,"103, Jalan Baldwin 3, Pusat Perniagaan Baldwin, 35000 Tapah, Perak",4.1958851,101.2624332
FAMILYMART Pinggiran Batu Caves,"41-G Pinggiran Batu Caves, Jalan TPI 1/5, 68100 Batu Caves, Selangor",3.2513704,101.6926537
FAMILYMART Pusat Bandar Putra Nilai,"Ground Floor, PT 12167, Jalan BBN 1/1F, Putra Nilai, 71800 Nilai, Negeri Sembilan",2.814084,101.797268
FAMILYMART Caltex Jalan Pudu,"Jalan Pudu, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.1357289,101.7123342
FAMILYMART Kelapa Sawit,"No. 9(GF), Jalan Impiana 1, Taman Impiana, Kelapa Sawit, 81030 Kulai, Johor",1.6772575,103.5359737
FAMILYMART Seri Iskandar,"No. 2 & 3 (Ground Floor), Persiaran SIBC 2, Seri Iskandar Business Centre, 32610, Seri Iskandar, Perak",4.3584023,100.9673324
FAMILYMART Puchong Permai,"Taman Puchong Perdana, 47100 Puchong, Selangor",3.006959,101.604533
FAMILYMART Maju Utama,"32, Lorong Maju Utama 1, Pusat Perniagaan Maju Utama, 14000 Bukit Mertajam, Pulau Pinang",5.351512700000001,100.4724681
FAMILYMART Dagang Avenue,"16, Jalan Dagang B/3a, Taman Dagang, 68000 Ampang, Selangor",3.1487649,101.7544648
FAMILYMART Hillpark Residence,"Bandar Teknologi Kajang, 43500 Semenyih, Selangor",2.9610891,101.8187105
FAMILYMART Bandar Kinrara,"No. 53-G , Jalan BK 5A/2, Bandar Kinrara, 47180 Puchong, Selangor",3.0465965,101.6459561
FAMILYMART Durian Tunggal,"DT 975, Pekan Durian Tunggal, 76100 Durian Tunggal, Melaka",2.313049,102.282323
FAMILYMART Taman Mas Jaya,"No 21 (Ground Floor), Jalan Perniagaan Jaya, Pusat Perniagaan Mas Jaya, 84000 Muar, Johor",2.0688072,102.5814821
FAMILYMART Bandar Baru Kampar,"No.2222 (Ground Floor), Jalan Batu Karang, Taman Bandar Baru, 31900 Kampar, Perak",4.328024,101.146166
FAMILYMART Bukit Rambai,"No. 33, Jalan Rambai Jaya 29, Taman Rambai Jaya, 75260 Melaka",2.2635655,102.1892745
FAMILYMART Caltex Temiang,"Caltex Temiang, Provisional Lot No. 3, Lot No. 40766, Persiaran Sri Pulai 2, 70400 Seremban, Negeri Sembilan",2.7481033,101.9430693
FAMILYMART Bandar Tasik Puteri,"No. 106G, Jalan 7A/2, Medan Puteri, Bandar Tasik Puteri, 48020 Rawang, Selangor",3.2831672,101.4733921
FAMILYMART Taman Lumut Indah 2,"No. 7 (Ground Floor), Jalan Lumut Indah 2/1, Taman Lumut Indah II, 32200 Lumut, Perak",4.2086409,100.6377238
FAMILYMART Bangi Seksyen 7,"No.43 Jalan 7/7C, Seksyen 7, 43650 Bandar Baru Bangi, Selangor",2.9699452,101.774515
FAMILYMART Alma,"No. 1 (Ground & Mezzanine), Persiaran Seri Impian, Pusat Perniagaan Mahkota Impian, 14000 Bukit Mertajam, Pulau Pinang",5.3181514,100.4763715
FAMILYMART Petron Medan Sejahtera,"Stesen Minyak Petron, PT 50174 (Lot Lama 44434), Jalan Sitiawan-Lumut, 32000 Sitiawan, Perak",4.221017199999999,100.6708597
FAMILYMART Caltex Ulu Yam,"A portion of PT 545, Kampung Batu 30, Mukim Hulu Yam, Daerah Hulu Selangor, Selangor Darul Ehsan",3.442373,101.632711
FAMILYMART Wangsa Melawati,"No. 33-G, Jalan Wangsa Setia 1, Taman Wangsa Melawati, 53300 Kuala Lumpur",3.2096866,101.744048
FAMILYMART Saujana Utama,"88G, Jalan Bidara 6/3, Saujana Utama 3, 47000 Sungai Buloh, Selangor",3.2020081,101.4874384
FAMILYMART Kuala Sg Baru,"SI17, Jalan Kuala Sungai Baru Ilir Jaya Utama, Taman Sungai Baru Ilir Jaya, 78000 Alor Gajah, Melaka",2.366348,102.0512475
FAMILYMART Caltex S2 Heights,"PT 27159, Jalan Rimbun Indah 2, S2 Heights, 70300 Seremban, Negeri Sembilan",2.7135175,101.8887609
FAMILYMART Temerloh,"No. 4&6, Jalan Sudirman 1, Bandar Sri Semantan, 28000 Temerloh, Pahang",3.4490112,102.4153442
FAMILYMART Convent,"NO. S7 & S12, Lot 92, Jalan Istana Kuning, 05000 Alor Setar, Kedah",6.1243365,100.368117
FAMILYMART Caltex Tg Tokong,"A Portion of 5B, Mukim 18, Persiaran Tanjung Tokong, 10740 Pulau Pinang",5.4561444,100.3079791
FAMILYMART TTDI Grove,"No. 70-1, Jalan TTDI Grove 1/1, Taman TTDI Grove, 43000 Kajang, Selangor",2.9962598,101.8138101
FAMILYMART Pantai Remis,"16 (Ground Floor), Jln Pantai Makmur 2/1, Taman Pantai Makmur, 34900 Pantai Remis, Perak",4.4431241,100.6265169
FAMILYMART Caltex Jalan Kuala Ketil,"No.10, Jalan Cindai Jaya 1A, Taman Cindai Jaya, 08000 Sungai Petani, Kedah",5.6249481,100.5322702
FAMILYMART Ayer Tawar,"No.10 (Ground floor), Jalan Seri Sentosa 1, Taman Medan Seri Sentosa, 32400 Ayer Tawar, Perak",4.293178699999999,100.7527357
FAMILYMART Batu Gajah,"No.11-G (Ground floor), Jalan Kemajuan, 31000 Batu Gajah, Perak",4.4725183,101.0410681
FAMILYMART Mentakab,"No.64 & 65, Jalan Temerloh, 28400 Mentakab, Pahang",3.4837625,102.345794
FAMILYMART Rengit,"No. 85 & 87, Lot 88 & 89, Jalan Besar, 83100 Rengit, Batu Pahat, Johor",1.6829032,103.1447597
FAMILYMART IOI City 2,"Lot LG218, IOI City Tower Two Lebuh IRC, IOI Resort, 62502 Putrajaya, Selangor",2.9692327,101.7113346
FAMILYMART Caltex Tandop,"Jalan Dato' Syed Omar, Kampung Teluk Bagan, 05050 Alor Setar, Kedah",6.1228439,100.3573713
FAMILYMART Jerantut,"No. 4, Tingkat Bawah Lorong SU 1/1, 98, 27000 Jerantut, Pahang",3.9297464,102.3805758
FAMILYMART Caltex Selama,"A portion of Caltex Petrol Station at Lot 5863, Jalan Selama Kedah, 34100 Selama, Perak",5.1645857,100.6741912
FAMILYMART Lukut,"No. 23 (G), Jalan Hartamas 1, Taman Lukut Hartamas, 71010 Port Dickson, Negeri Sembilan",2.5682067,101.8288148
FAMILYMART Iconic Point,"101-G & 103-G, Jalan Iconic Point, Iconic Point, 14100 Simpang Ampat, Pulau Pinang",5.2835499,100.4762989
FAMILYMART Caltex Dengkil Bypass,"PT 3353, KM48.7, Jalan Pintasan Dengkil-Putrajaya (FT29) Arah Utara, 43800 Dengkil, Selangor Darul Ehsan",2.858864,101.6791481
FAMILYMART Taman Sejati,"No. 3A & 5 (Ground Floor), Jalan Permatang Gedong, Taman Sejati Indah, 08000 Sungai Petani, Kedah Darul Aman",5.613192,100.4829565
FAMILYMART SS15 (2),"No. 63 (Ground Floor), Jalan SS15/8A, SS15, 47500 Subang Jaya, Selangor",3.0741874,101.588873
FAMILYMART Tanjung Malim,"Lot 232, Mukim Hulu Bernam Timur, District Muallim, Perak Darul Ridzuan",3.7567194,101.4949347
FAMILYMART Caltex Lagenda Heights,"301, Jalan Legenda 1, Lagenda Heights, 08000 Sungai Petani, Kedah",5.66442,100.503516
FAMILYMART Caltex AMJ Paya Rumput,"No. 17, Jalan Inang 4, Taman Paya Rumput Utama, Taman Seri Paya Rumput, 76450 Malacca",2.280088,102.2172546
FAMILYMART Sitiawan,"No. 52 & 53 (Ground Floor), Lorong Bunga Ros 1, Taman Bunga Ros, 32000 Perak",4.212327,100.6930642
FAMILYMART Ampang Business Centre,"Lot 12A, PT111, Kompleks Perniagaan Ampang, Sultanah Bahiyah Hwy, Taman Bahagia, 05050 Alor Setar, Kedah",6.1122407,100.3505128
"FAMILYMART Temu Shop, Elmina","No.71 (GF), Jalan Eserina Y U16/Y, Elmina East, 40160 Shah Alam, Selangor",3.1850641,101.525894
FAMILYMART Taman Samudra,"P13A-G, Prima Samudera, Jalan 11, Lorong Samudera Utara, Taman Samudra, 68100 Batu Caves, Selangor",3.2336087,101.6949692
FAMILYMART Caltex Persiaran Mokhtar Dahari,"PT29780, Kg. Bukit Cherakah, Seksyen U15, Bukit Raja, 42200 Petaling Jaya, Selangor",3.1805577,101.449641
FAMILYMART Sikamat,"No. 9 (Ground Floor), Jalan Seri Pandan 1 Taman Seri Pandan, Kampung Sikamat Lama, 70400, Negeri Sembilan",2.7475226,101.9714004
FAMILYMART Dataran Selayang,"16-G, Jalan Dataran Selayang 1, Dataran Selayang, 68100 Batu Caves, Selangor",3.2377093,101.6738031
FAMILYMART Lobak,"No. 13 (GF), Jalan PKL 2, Pusat Komersial Locak, 70200 Seremban, Negeri Sembilan",2.7273085,101.925913
FAMILYMART Caltex Persiaran Mokhtar Dahari,"T29780, Kg. Bukit Cherakah, Seksyen U15, Bukit Raja, 42200 Petaling Jaya, Selangor",3.1805577,101.449641
FAMILYMART Simpang Kuala,"No. 65 (Ground Floor), Jalan PSK 1, Pekan Simpang Kuala, 05400 Alor Setar, Kedah",6.0981864,100.364887
FAMILYMART Radia,"G-23(i), Komersial Radia, Persiaran Tebar Layar, Bukit Jelutong, 40150 Shah Alam, Selangor",3.1015225,101.5364606
"FAMILYMART Taman Tasik Indah, Kluang","No 126, Jalan Tasik Indah 1/4, Taman Tasik Indah, 86000 Kluang, Johor",1.9943949,103.2954252
FAMILYMART Caltex Bandar Saujana Utama,"Lot PT 28807, Bandar Saujana Utama, Mukim Ijok, Daerah Kuala Selangor, Selangor",3.206441,101.4772587
FAMILYMART Caltex Krubong,"A portion of Lot PT 12724 Mukim Krubong, Melaka Tengah, 75260 Melaka",2.2814744,102.2404869
FAMILYMART Ferringhi Walk,"72C-G-2 & 72C-G-3, Jalan Batu Ferringhi, 11100 Batu Ferringhi, Pulau Pinang",5.4743532,100.2484735
FAMILYMART KotaSas,"R-15, Tasek Commercial Centre, Kota Sultan Ahmad Shah, 25200 Kuantan, Pahang",3.875614,103.2746561
FAMILYMART Kulim,"Plot 55 & 56 (Ground Floor), Landmark City Commercial Centre, Kulim, Kedah",5.383939499999999,100.5467987
FAMILYMART Taman Sri Serdang,"11, Jalan 18/33A, Taman Sri Serdang, 43300 Seri Kembangan, Selangor",3.0087466,101.7146049
FAMILYMART Paroi,"406, Persiaran Rajawali, Taman Paroi Jaya, 70400 Seremban, Negeri Sembilan",2.7305888,101.9852998
FAMILYMART Gambir Square,"Lot No. A12, Gambir Square, Bandar Baru Bukit Gambir, 84700 Tangkak, Johor",2.2131932,102.6514076
FAMILYMART Riverfront Kuantan,"Bangunan Lama MPK, Majlis, Jalan Tanah Putih, 25100 Kuantan, Pahang",3.7958508,103.3166403
FAMILYMART Serai Wangi Mall,"Lot 54, No. 2500， Lorong Serai Wangi 4/10, Taman Serai Wangi III & IV, 09400 Padang Serai, Kedah",5.5235974,100.5446093
FAMILYMART KLIA2 Domestic Departure,"S2-3-L11, Departure Level, Public Concourse (Landside), KLIA2, 64000 Sepang, Selangor",2.745312,101.684867
FAMILYMART IM8,"B 138 & B 140 (Ground Floor), Lorong IM 8/33, Jalan Sungai Lembing, Bandar Indera Mahkota 8, 25200 Kuantan, Pahang Darul Makmur",3.830187999999999,103.306639
FAMILYMART Pusat Perniagaan Barry Kuala Lipis,"No. 3 & 4, Jalan Pusat Perniagaan Barry, Pusat Perniagaan Barry @ Kuala Lipis, 27200 Lipis, Pahang Darul Makmur",4.188969999999999,102.049451
FAMILYMART Caltex Mayang Permai,"A portion of Stesen Minyak Mayang Pasir Permai, No. 23, Jalan Tengah, Bayan Baru, Mukim 12, 11950 Bayan Lepas, Pulau Pinang",5.319753,100.284442
FAMILYMART Simpang Renggam,"13, Jalan Kijang, Taman Mohd Yassin, 86200 Simpang Renggam",1.8224809,103.3143511
FAMILYMART Desa Petaling,"39-G, Jalan 1/125D, Desa Petaling, 57100 Kuala Lumpur",3.0830866,101.7045634
FAMILYMART Pengerang,"No. 87-1, Ground Floor, Jalan Hee Seng, Sungai Rengit, 81600 Pengerang, Kota Tinggi, Johor",1.3507943,104.2236691
FAMILYMART Putra Heights,"No. 19, Jalan Putra Mahkota 7/6c, Putra Heights, 47650 Subang Jaya, Selangor",2.9963773,101.57355
FAMILYMART Sunway Pyramid,"OB2.G.U2A, Oasis Boulevard, Sunway Pyramid, 3, Jalan PJS 11/15, Bandar Sunway, 47500 Petaling Jaya, Selangor",3.0730281,101.6086228
FAMILYMART Caltex Kuala Selangor,"Lot 139 Batu 2, Jalan Kuala Selangor, Klang, 45000 Kuala Selangor, Selangor",3.3049581,101.3026377
FAMILYMART Petron Genting Permai,"Part of Petron Genting Permai, Lot 21078, Jalan Permai 2, Genting Permai Avenue Bentong, 69000 Genting Highlands, Pahang",3.3872015,101.7731274
FAMILYMART Jerai Plaza,"Lot No. M1, 31, 32 & 33, Jerai Plaza, No. 1, Taman Jerai Maju 1, 08300 Gurun, Kedah",5.8193581,100.4822166
FAMILYMART Caltex Kuantan ByPass By Seng Group,"Kampung Batu Tujuh, 25150 Kuantan, Pahang",3.783467,103.2515039
FAMILYMART Bandar Country Homes,"No. G-15, Avia Plus, Jalan Desa Utama, Bandar Country Homes, 48000 Rawang, Selangor",3.323572,101.526664
FAMILYMART Rembau,"No. 9-G (Ground Floor), Jalan RS 1, Rembau Sentral, 71309 Pekan Rembau, Negeri Sembilan",2.5896114,102.0984042
FAMILYMART Jalan Beserah,"B-272, Ground Floor, Jalan Beserah, 25300 Kuantan, Pahang",3.835633,103.35003
FAMILYMART Sendayan,"No. 21, Ground Floor Persiaran Metro Park, Bandar Sri Sendayan, 71950, Negeri Sembilan",2.6905651,101.8506361
FAMILYMART Taman Putra,"No. 39, Jalan Bunga Tanjung 9C, Taman Putra, 68000 Ampang, Selangor",3.1205026,101.7628497
FAMILYMART Kuantan Perdana,"A-7, Ground Floor, Jalan Tun Ismail 1, 25000 Kuantan, Pahang",3.8154545,103.3284286
FAMILYMART Caltex Bukit Raja,"Lot 53237 (PT 53555), Persiaran Batu Belah, Bandar Bukit Raja Stage 1, Mukim Kapar, Daerah Klang, Selangor",3.0821584,101.4332419
FAMILYMART Taman Tas,"B-24, Ground & 1st Floor, Lor Pandan Damai, 2/201, Taman Tas, 25150 Kuantan, Pahang",3.7713286,103.2308938
FAMILYMART Petron Chepor Indah,"A portion of Plot 189141, Plot 228, Jalan Chepor Indah 23, Desa Chepor Indah, 31200 Chemor, Perak",4.705451000000001,101.093849
FAMILYMART Caltex Jitra,"Part of Ground Floor, Bangunan Stesen Minyak Caltex, Jalan Jitra, Daerah Kubang Pasu, 06000 Kedah",6.2361416,100.4200749
FAMILYMART Caltex Jalan Semenyih,"Part of Caltex Jalan Semenyih, 39822 Jalan Semenyih, 43000 Kajang, Selangor",2.9907331,101.8002637
FAMILYMART Balok Sentral,"Lot Unit No. 5 &  No. 6, HSM 14457, PT 21214, Mukim Sungai Kaang, Kuantan, Pahang",3.8200843,103.3322247
FAMILYMART Caltex Meranti Jaya,"Lot 108524, Jalan Meranti Jaya, Taman Meranti Jaya, 47120 Puchong, Selangor",2.9790332,101.6084252
FAMILYMART SS2,"No 10, Jalan SS 2/67, 47300 Petaling Jaya, Selangor.",3.1190339,101.6230316
FAMILYMART Amanjaya Walk,"Amanjaya, 1, Jalan Badlishah, Bandar Amanjaya, 08000 Sungai Petani, Kedah",5.6617112,100.5039513
FAMILYMART Caltex Seremban 2 City Park,"Caltex S2, Lot No. 33692, Geran 175307, Persiaran S2/1, Seremban, Negeri Sembilan",2.6882309,101.9125195
FAMILYMART LRT Masjid Jamek,"K4- Concourse Level, LRT Masjid Jamek Station, Kuala Lumpur",3.14975,101.69682
FAMILYMART Arau,"Lot G43, C-Mart, Kompleks Arau, Jalan Tiga, Arau, 02600 Arau, Perlis",6.428465999999999,100.2735717
FAMILYMART Mergong,"No. 181 (Ground Floor), Susuran Bandar Baru Mergong, Bandar Baru Mergong, 05150 Alor Setar, Kedah",6.1294573,100.3417895
FAMILYMART Taipan USJ,"No.33, Jalan USJ 10/1, UEP Subang Jaya, 47620 Selangor",3.0477284,101.5846947
FAMILYMART Bandar Baru Salak Tinggi,"No. 2G, Jalan ST 1C/4, Medan 88, Bandar Baru Salak Tinggi, Sepang, 43900 Selangor",2.8114497,101.7372324
FAMILYMART Alam Impian,"33, Jalan Panglima Hitam M35/M, Alam Impian, 40470 Shah Alam, Selangor",3.0265353,101.5157396
FAMILYMART Petron Indera Sempurna,"Petron Indera Sempurna, Land held under HSM 2520, Lot PT 3475, Mukim Penor, Daerah Kuantan, Negeri Pahang",3.731889,103.2683281
FAMILYMART Caltex Machang Bubok,"A portion of Caltex Petrol Station, Lot 847, Mukim 17, Seberang Perai Tengah, 14000 Pulau Pinang",5.360796,100.5014909
FAMILYMART Damansara Damai,"No. N-012, Jalan PJU 10/2B, Damansara Damai, 47830 Petaling Jaya, Selangor",3.195468,101.5934139
FAMILYMART GATEWAY@KLIA2 Departure,"L3-12 & 13, Level 3, Gateway @ KLIA 2, KLIA 2, KL International Airport, Jalan KLIA 2/1, 64000, Sepang, Kuala Lumpur",2.7456408,101.685025
FAMILYMART R&R Seremban SB,"North-South Expy, 71900 Labu, Negeri Sembilan",2.7585757,101.8423293
FAMILYMART Petron Jalan Diary,"Jalan Seri Ampang, Taman Sri Ampang, 31350 Ipoh, Perak",4.581251300000001,101.1275383
FAMILYMART Desa Setapak,"20, Jalan 14/27B, Taman Desa Setapak, 53300 Kuala Lumpur",3.2057453,101.7329932
FAMILYMART Petron Taman Desa Aman,"Part of Petron Taman Desa Aman, Lot 60016, HS(D) 69977, Taman Desa Aman, Pekan Padang Meha, 09400 Daerah Kulim, Kedah",5.505304,100.6240619
FAMILYMART Telok Mas,"No:23, Jalan Seri Emas 1, Taman Seri Telok Emas, 75460 Melaka",2.1620432,102.3235431
FAMILYMART Kajang,"No.26 (Ground floor), Jalan Tun Abdul Aziz, 43000 Kajang, Selangor",2.9910333,101.7898203
"FAMILYMART You City Retail, Taman Suntex","Lot No. L1-09, First Floor, Youcity Retail",,
FAMILYMART The Bayana Food Court,"Unit 23B-01-02, No. 23B, Medan Bayan Lepas, Taman Perindustrian Bayan Lepas Fasa 4, 11900 Pulau Pinang",5.3294215,100.2776473
FAMILYMART Jengka,"G-08 G-09, Loring Tarbp 6, Tun Abdul Razak Business Park, Bandar Jengka, 26400 Maran, Pahang",3.7552993,102.5403374
FAMILYMART Kuala Nerang,"Plot 12 & 13, Kompleks Kuala Nerang, Jalan Kuala Nerang, Pekan Baru, 06300 Kuala Nerang, Kedah",6.2573006,100.6089426
FAMILYMART Caltex Eco Ardence,"Part of Caltex Eco Ardence, PT 39738, Mukim Bukit Raja, Daerah Petaling, Negeri Selangor",3.0898909,101.4774463
